1,ntu,28 . Vex Dckta~Foks Mz Nzamukxtr-krde Pawa Skul ,		ve -=x		mz	nz- a- mu kx tr -kr -=de	Pawa	skul	,	.	ve -=x		mz	nz- a- mu kx tr -kr -=de	Pawa	skul	,	.	accompany -=1MINᵢ		PREP	NMLZ CAUS eat SUBR holy NMLZ.POSS -=3MINᵢᵢ	Pawa.school	be.schooled	,28. I accompany Doctor Fox When he Celebrates Holy Communion at Pawa School ,~~~,ML ID,No comment,SGM 28,	punct	V Nom1		PREP	V>N V:Any V SUBR V V>N A-D-P2	N	V	,~~~ punct ~~~ ~~~ PREP ~~~ ~~~ V ,		~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	
2.3,ntu,"Mz zbq lc lxenge x lxe Lrlvz nzasung kai , lxkq , nesrkr , nc , nya' x ninz kx nztabr . ",mz	zbq	lc	lxe -=nge	x	lxe	Lrlvz	nz- a- su -=ng	kai		lxkq		nesrkr		nc		nya	x	ninz	kx	nz- tabr		,"mz	zbq	lc	lxe -=nge	x	lxe	Lrlvz	nz- a- su -=ngq	kai	,	lxkq	,	nesrkr	,	nc	,	nya	x	ninz	kx	nz- tabr	.	","PREP	day	DEM2	mother -=1MINᵢᵢ	CONJ1	mother	Lrlvz	NMLZ CAUS cook -=3AUGᵢ	pudding	,	yam	,	pana	,	fish	,	taro	CONJ1	ngalinut	SUBR	PASS crush	.	","On that day my mother and Lrlvz's mother cooked pudding, yams, pana, fish, taro and crushed nalinuts.",~~~,ML ID,No comment,SGM 07,PREP	N	Det	N A-D-P2	CONJ	N	PN	V>N V:Any V Nom1	N	punct	N	punct	N	punct	N	punct	~~~	CONJ	N	SUBR	V:Any V	punct	,PREP N Det N CONJ N PN ~~~ N punct N punct N punct N punct ~~~ CONJ N Particle V punct ,~~~	~~~	~~~	~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ +fr. var. of	~~~		~~~		~~~		~~~		~~~	~~~	~~~	~~~	~~~ ~~~		
2.4,ntu,X nzrtwz-kzpqng nra nounc kxnzng . ,x	nz- r- twz kz -mq -=ng	nra	nounc	kx nz- ngq		,x	nz- r- twz kz -mq -=ngq	nra	nounc	kx nz- ngq	.	,CONJ1	3AUGᵢ DETR take also PDIR.HITHER -=3AUGᵢ	fruit	tree	SUBR PASS eat	.	,And they also brought edible fruit. ,~~~,ML ID,No comment,SGM 07,CONJ	V:Any V:(DETR) V Adv V:(PDIR) Nom1	N	N	SUBR V:Any V	punct	,CONJ ~~~ N N SUBR punct ,~~~	~~~ ~~~ ~~~ ~~~ ~~~ +fr. var. of	~~~	~~~	~~~ ~~~ ~~~		
3.1,ntu,"Zbz mzli kcpe milzpq , dakxnzng kcng sc tqtwzope trtenge mz Menabz mz rum kc tqtupx-ngrm mqngr Ncbr . ",zbz	mzli	kc -=pe	milzpq		dakxnzng	kcng	sc-	tq- twz -o -=pe	trte -=nge	mz	Menabz	mz		kc	tq- tu -px -ngr -mq	mqngr	ncbr		,"zbz	mzli	kc -=pe	milzpq	,	dakxnzng	kcng	sc-	tq- twz -o -=pe	trte -=nge	mz	Menabz	mz		kc	tq- tu -px -ngr -mq	mqngr	ncbr	.	","so.then	time	definite.article -=INCH*	evening	,	food	those	PFV	RL take GDIR.DOWN -=INCH*	father -=1MINᵢᵢ	PREP	Menabz	PREP		which	RL stand GDIR.OUT APP PDIR.HITHER	image	cross	.	","Then when it was evening, my father took that food along with Menabz into the room where the Cross statue stood. ",~~~,ML ID,No comment,SGM 07,CONJ	N	Det V	N	punct	N(kxcl)	RPRN	V:(Procliticaspect)	V:(MOOD) V V:(GDIR) V	N A-D-P2	PREP	PN	PREP		RPRN	V:(MOOD) vi V:(GDIR) V:(APP) V:(PDIR)	N	N	punct	,~~~ N ~~~ N punct N.(kx.cl) pro ~~~ ~~~ ~~~ PREP PN PREP ~~~ RPRN vi  N N punct ,~~~	~~~	~~~ ~~~	~~~		~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~		
3.2,ntu,Nzyrlqtrpzlr mrkc tqlxlvrkipx Ncbr . ,nz- yrlq -tr -bz -=lr	mrkc	tq- lxlvr -ki -px	ncbr		,nz- yrlq -tr -bz -=lr	mrkc	tq- lxlvr -ki -px	ncbr	.	,3AUGᵢ put GDIR.IN PDIR.THITHER -=3AUGᵢ	there	RL turn UDIR.PATH GDIR.OUT	cross	.	,They put it where the Cross was facing. ,~~~,ML ID,No comment,SGM 07,V:Any V V:(GDIR) V:(PDIR) Nom1	Adv	V:(MOOD) V V:(UDIR) V:(GDIR)	N	punct	,~~~ Adv ~~~ N punct ,~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~		
3.3,ntu,"X dabukr bona kcng li ngi blzkr Ncbr , nztelvzlr nyr ngrde x sc tzangcpelr . ",x	dabu	bona	kcng	li	ngi	blz	ncbr		nz- telvz -=lr	nyr	ngr -=de	x	sc-	tz- a- ngc -=pe -=lr		,"x	dabu	bona	kcng	li	ngi	blz	ncbr	,	nz- telvz -=lr	nyr	ngr -=de	x	sc-	tz- a- ngc -=pe -=lr	.	","CONJ1	heart	bona.bird	those	two	be	sacrifice	cross	,	3AUGᵢ ignite -=3AUGᵢ	fire	GEN1A -=3MINᵢᵢ	CONJ1	PFV	RL+3AUG CAUS burn -=INCH* -=3AUGᵢ	.	","And the hearts of the two bona birds was a sacrifice for the Cross, they ignited its fire and burned them.  ",~~~,ML ID,No comment,SGM 07,CONJ	N	N	RPRN	NUM	V	N	N	punct	V:Any V Nom1	N	GEN A-D-P2	CONJ	V:(Procliticaspect)	V:(MOOD) V:Any V V Nom1	punct	,CONJ ~~~ N pro NUM V N N punct ~~~ N Poss pro CONJ ~~~ ~~~ punct ,~~~	~~~	~~~	~~~	~~~	~~~	~~~	~~~		~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~		
3.4,ntu,"Otim trtenge nigr mz Lrlvz , vzmiole nigr mz rum kc , awxbule nigr , taplxsrgr nrlar dapunc kc tqwxbuo-ngrm mqngr Ncbr . ",oti -mq	trte -=nge	nigr	mz	Lrlvz		vz -mi -o -=le	nigr	mz		kc		a- wxbu -=le	nigr		taplxsr -=gr	nrlar	dapu.nc	kc	tq- wxbu -o -ngr -mq	mqngr	ncbr		,"oti -mq	trte -=nge	nigr	mz	Lrlvz	,	vz -mi -o -=le	nigr	mz		kc	,	a- wxbu -=le	nigr	,	taplxsr -=gr	nrlar	dapu nc	kc	tq- wxbu -o -ngr -mq	mqngr	ncbr	.	","get PDIR.HITHER	father -=1MINᵢᵢ	ACC.1augᵢᵢ	PREP	Lrlvz	,	go COM GDIR.DOWN -=3MINᵢ	ACC.1augᵢᵢ	PREP		which	,	CAUS sit -=3MINᵢ	ACC.1augᵢᵢ	,	distribute.evenly -=1AUGᵢᵢ	side	piece.of.wood	which	RL sit GDIR.DOWN APP PDIR.HITHER	image	cross	.	","My father got me and Lrlvz, he brought us with him to the room, he seated us on either side of the wooden base on which the cross statue sat. ",~~~,ML ID,No comment,SGM 07,V V:(PDIR)	N A-D-P2	A-D-P2	PREP	PN	punct	V V:(COMA) V:(GDIR) Nom1	A-D-P2	PREP		RPRN	punct	V:Any V Nom1	A-D-P2	punct	V A-D-P2	N	Ncomp	RPRN	V:(MOOD) V V:(GDIR) V:(APP) V:(PDIR)	N	N	punct	,V ~~~ Pers pro PREP PN punct ~~~ Pers pro PREP ~~~ RPRN punct ~~~ Pers pro punct ~~~ N N comp RPRN V N N punct ,~~~ ~~~	~~~ ~~~	~~~	~~~	~~~		~~~ ~~~ ~~~ ~~~	~~~	~~~		~~~		~~~ ~~~ ~~~	~~~		~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~		
3.5,ntu,A' trtenge tutxpwz x sc tqkrka'pe . ,a'	trte -=nge	tu -tx pwz	x	sc-	tq- krka' -=pe -=		,a'	trte -=nge	tu -tx pwz	x	sc-	tq- krka' -=pe -=Ø	.	,CONJ2	father -=1MINᵢᵢ	stand INTS;.VERY RSTR	CONJ1	PFV	RL pray -=INCH* -=3MINᵢ	.	,But my father only stood and he prayed. ,~~~,ML ID,No comment,SGM 07,CONJ	N A-D-P2	vi V:(INTNS) Adv	CONJ	V:(Procliticaspect)	V:(MOOD) V V Nom1	punct	,CONJ ~~~ ~~~ CONJ ~~~ ~~~ punct ,~~~	~~~ ~~~	~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~		
3.6,ntu,"Nzkrka'-krde boi , a' mrbrtitrpe drtwrnge kzdung natqde . ",nz- krka' -kr -=de	boi		a'	mrbr -ti -tr -=pe	drtwr -=nge	kzdung	natq -=de		,"nz- krka' -kr -=de	boi	,	a'	mrbr -ti -tr -=pe	drtwr -=nge	kzdung	natq -=de	.	","NMLZ pray NMLZ.POSS -=3MINᵢᵢ	long	,	CONJ2	lose TRNS GDIR.IN -=INCH*	mind -=1MINᵢᵢ	some	word -=3MINᵢᵢ	.	","His prayer was long, but I forgot some of his words. ",~~~,ML ID,No comment,SGM 07,V>N V V>N A-D-P2	V	punct	CONJ	N V:Any V:(GDIR) V	N A-D-P2	Det	N A-D-P2	punct	,~~~ V punct CONJ ~~~ ~~~ Det ~~~ punct ,~~~ ~~~ ~~~ ~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~ ~~~		
3.7,ntu,A' napitxpo ye nzabzokr nzkrka' krde x mrkc tqyrkrkipxle . ,a'	na- pi -tx -bz -=o	ye	nz- abzo -kr	nzkrka'	-kr -=de	x	mrkc	tq- yrkr -ki -px -=le		,a'	na- pi -tx -bz -=o	ye	nz- abzo -kr	nzkrka'ngr	-kr -=de	x	mrkc	tq- yrkr -ki -px -=le	.	,CONJ2	IRR say INTS;.VERY PDIR.THITHER -=1MINᵢ*	only	NMLZ start NMLZ.POSS	prayer	NMLZ.POSS -=3MINᵢᵢ	CONJ1	there	RL depart UDIR.PATH GDIR.OUT -=3MINᵢ	.	,But I can just tell only the beginning of his prayer and where it ended. ,~~~,ML ID,No comment,SGM 07,CONJ	V:(MOOD) V V:(INTNS) V:(PDIR) V	<NotSure>	V>N vt V>N	Gerund	V>N A-D-P2	CONJ	Adv	V:(MOOD) V V:(UDIR) V:(GDIR) Nom1	punct	,CONJ ~~~ CONJ ~~~ Gerund Poss pro CONJ Adv ~~~ punct ,~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~		
4.1,ntu,"Mz nzkrka'-krde rpile kx , "" Kxetu rgr Ncbr , aolvz blz kc tqkabzkr bam . ",mz	nz- krka' -kr -=de	r- pi -=le	kx			kxetu	r -=gr	ncbr		aolvz	blz	kc	tq- ka -bz -=kr	bam		,"mz	nz- krka' -kr -=de	r- pi -=le	kx	,	""	kxetu	ngr -=gr	ncbr	,	aolvz	blz	kc	tq- ka -bz -=kr	bam	.	","PREP	NMLZ pray NMLZ.POSS -=3MINᵢᵢ	DETR say -=3MINᵢ	SUBR	,	""	Lord	GEN1A -=1AUGᵢᵢ	cross	,	accept	offering	which	RL give PDIR.THITHER -=1AUGᵢ	DAT.2minᵢᵢ	.	","In his prayer he said, ""Our Lord Cross, accept the offering which we give to you. ",~~~,ML ID,No comment,SGM 07,PREP	V>N V V>N A-D-P2	V:(DETR) V Nom1	SUBR	punct	punct	N(kxcl)	GEN A-D-P2	N	punct	V	N	RPRN	V:(MOOD) V V:(PDIR) Nom1	A-D-P2	punct	,PREP ~~~ ~~~ Particle punct punct N.(kx.cl) Poss pro N punct V N RPRN ~~~ A-D-P2 punct ,~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~			~~~	+fr. var. of ~~~	~~~		~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~		
4.2,ntu,Bzkq ayzluqbz scm mz nzngyatikr drtwrm doa lcng nzli mz nzvzbatr-krbzlr mzpq . ,bzkq	a- yzlu -bz	sc -=mq	mz	nz- ngya -ti -kr	drtwr -=mq	doa	lcng	nzli	mz	nz- vz batr -kr -bz -=lr	mzpq		,bzkq	a- yzlu -bz	sc -=mq	mz	nz- ngya -ti -kr	drtwr -=mq	doa	lcng	nzling	mz	nz- vz batr -kr -bz -=lr	mzpq	.	,do.not	CAUS return PDIR.THITHER	PCLF1 -=2MINᵢᵢ*	PREP	NMLZ angry TRNS NMLZ.POSS	neck -=2MINᵢᵢ*	child	these	two;.couple	PREP	NMLZ go cause NMLZ.POSS PDIR.THITHER -=3AUGᵢ	your.sg.eye(s)	.	,Don't let your reply be from your being angry at these two from what they caused to happen in your sight. ,~~~,ML ID,No comment,SGM 07,V	V:Any V V:(PDIR)	PCLF A-D-P2	PREP	V>N V V:Any V>N	N A-D-P2	N	RPRN	Gerund	PREP	V>N V V V>N V:(PDIR) Nom1	N	punct	,V V Poss pro PREP ~~~ A-D-P2 N RPRN Gerund PREP ~~~ N punct ,~~~	~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~		
4.3,ntu,"… A' ayrplapx ninge , murde nzvz-rbr-krdr tutrpq bange , mz trnzpi-krpo'u badr nzapxngr nzdwatrngr mz naonrx ngr rum kc tqtupx-ngrm mqngrm ."" ",	a'	ayrplapx	ni- -=nge		murde	nz- vz rbr -kr -=dr	tu -tr -mq -=	ba -=nge		mz	tr- nz- pi -kr -bz -=x -u	badr	nz- apx -ngr	nz- dwa -tr -ngr	mz	naonrx	ngr		kc	tq- tu -px -ngr -mq	mqngr -=mq		,"…	a'	ayrplapx	ni- -=nge	,	murde	nz- vz rbr -kr -=dr	tu -tr -mq -=Ø	ba -=nge	,	mz	tr- nz- pi -kr -bz -=x -u	badr	nz- apx -ngr	nz- dwa -tr -ngr	mz	naonrx	ngr		kc	tq- tu -px -ngr -mq	mqngr -=mq	.""	","…	CONJ2	punish	ACC -=1MINᵢᵢ	,	because	NMLZ go wrong NMLZ.POSS -=3AUGᵢᵢ	stand GDIR.IN PDIR.HITHER -=3MINᵢ	DAT -=1MINᵢᵢ	,	PREP	NEG NMLZ say NMLZ.POSS PDIR.THITHER -=1MINᵢ NEG	~~~	PASS restrict APP	NMLZ go GDIR.IN DER	PREP	doorway	GEN1A		which	RL stand GDIR.OUT APP PDIR.HITHER	spirit -=2MINᵢᵢ*	.""	","...But punish me because their wrong-doing rests on me from my not telling them it was forbidden to enter the doorway of the room where your image stood."" ",~~~,ML ID,No comment,SGM 07,punct	CONJ	vt	Attachestoanycategory A-D-P2	punct	CONJ	V>N V <NotSure> V>N A-D-P2	vi V:(GDIR) V:(PDIR) Nom1	A-D-P2 A-D-P2	punct	PREP	V:(NEG>) V>N V V>N V:(PDIR) Nom1 V:(<NEG)	<NotSure>	V:Any vt V:(APP)	V>N V V:(GDIR) V>N	PREP	Ncomp	GEN		RPRN	V:(MOOD) vi V:(GDIR) V:(APP) V:(PDIR)	N A-D-P2	punct	,punct CONJ V (caus) Pers pro punct CONJ N ~~~ A-D-P2 punct PREP ~~~ A-D-P2 vt  ~~~ PREP N comp GEN ~~~ RPRN vi  ~~~ punct ,	~~~	~~~	~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~		
5,ntu,"Mz nibr nzkrka'-krde , sc tztwzopelr mz Menabz dakxnzng kcng mz rum kc tqmwi-ngrgr , x tqrpipemle bagr kx dakznzng kcng nangqtxkr badr nayrkrtx bzkq kx nzyrlq . ",mz	nibr	nz- krka' -kr -=de		sc-	tz- twz -o -=pe -=lr	mz	Menabz	dakxnzng	kcng	mz		kc	tq- mwi -ngr -=gr		x	tq- r- pi -=pe -mq -=le	bagr	kx		kcng	na- ngq -tx -=kr	badr	na- yrkr -tx -=	bzkq	kx	nz- yrlq		,"mz	nibr	nz- krka' -kr -=de	,	sc-	tz- twz -o -=pe -=lr	mz	Menabz	dakxnzng	kcng	mz		kc	tq- mwi -ngr -=gr	,	x	tq- r- pi -=pe -mq -=le	bagr	kx		kcng	na- ngq -tx -=kr	badr	na- yrkr -tx -=Ø	bzkq	kx	nz- yrlq	.	","PREP	back.part	NMLZ pray NMLZ.POSS -=3MINᵢᵢ	,	PFV	RL+3AUG take GDIR.DOWN -=INCH* -=3AUGᵢ	PREP	Menabz	food	those	PREP		which	RL sleep APP -=1AUGᵢᵢ	,	CONJ1	RL DETR say -=INCH* PDIR.HITHER -=3MINᵢ	DAT.1augᵢᵢ	SUBR		those	IRR eat INTS;.VERY -=1AUGᵢ	~~~	IRR depart INTS;.VERY -=3MINᵢ	do.not	SUBR	PASS put	.	","After his prayer he and Menabz removed the food to the room where we sleep, and he said to us that we should completely eat it with them and it must be finished; there must not be any left over. ",~~~,ML ID,No comment,SGM 07,PREP	N	V>N V V>N A-D-P2	punct	V:(Procliticaspect)	V:(MOOD) V V:(GDIR) V Nom1	PREP	PN	N(kxcl)	RPRN	PREP		RPRN	V:(MOOD) V V:(APP) A-D-P2	punct	CONJ	V:(MOOD) V:(DETR) V V V:(PDIR) Nom1	A-D-P2	SUBR		RPRN	V:(MOOD) V V:(INTNS) Nom1	<NotSure>	V:(MOOD) V V:(INTNS) Nom1	V	SUBR	V:Any V	punct	,PREP N ~~~ punct ~~~ ~~~ PREP PN N.(kx.cl) pro PREP ~~~ RPRN ~~~ punct CONJ ~~~ A-D-P2 Particle ~~~ pro ~~~ A-D-P2 ~~~ V Particle V punct ,~~~	~~~	~~~ ~~~ ~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~		
6,ntu,"Mz nibr nzmu-krgr , nztelvzlr mz Menabz kc nyr nzangcti-ngrdr ncvr ngr bona , nc , muli dakxnzng kx yctxo x leu rdrng amrlx . ",mz	nibr	nz- mu -kr -=gr		nz- telvz -=lr	mz	Menabz	kc	nyr	nz- a- ngc -ti -ngr -=dr	ncvr	ngr	bona		nc		muli	dakxnzng	kx	yctxo	x	leu	r -=dr -ngq	amrlx		,"mz	nibr	nz- mu -kr -=gr	,	nz- telvz -=lr	mz	Menabz	kc	nyr	nz- a- ngc -ti -ngr -=dr	ncvr	ngr	bona	,	nc	,	muli	dakxnzng	kx	yctxo	x	leu	ngr -=dr -ngq	amrlx	.	","PREP	back.part	NMLZ eat NMLZ.POSS -=1AUGᵢᵢ	,	3AUGᵢ ignite -=3AUGᵢ	PREP	Menabz	which	fire	3AUGᵢ CAUS burn TRNS APP -=3AUGᵢᵢ	meat	GEN1A	bona.bird	,	fish	,	piece	food	SUBR	left.over	CONJ1	leaf	GEN1A -=3AUGᵢᵢ PL	all	.	","After our eating, he and Menabz lit a fire for burning the flesh of the bona birds, fish, and any pieces of food leftover and all their leaves [for parceling and as serving dishes]. ",~~~,ML ID,No comment,SGM 07,PREP	N	V>N V V>N A-D-P2	punct	V:Any V Nom1	PREP	PN	RPRN	N	V:Any V:Any V V:Any V:(APP) A-D-P2	N	GEN	N	punct	N	punct	N	N(kxcl)	SUBR	V	CONJ	N	GEN A-D-P2 DEM:Any	Adj	punct	,PREP N ~~~ punct ~~~ PREP PN RPRN N ~~~ N GEN N punct N punct N N.(kx.cl) Particle V CONJ N ~~~ Adj punct ,~~~	~~~	~~~ ~~~ ~~~ ~~~		~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~		~~~		~~~	~~~	~~~	~~~	~~~	~~~	+fr. var. of ~~~ ~~~	~~~		
1,ntu,8 . Trtenge Lc-apqbzle X Alvztrle Nigr ,		trte -=nge	lc a- pq -bz -=le	x	alvztr -=le	nigr	,	.	trte -=nge	lc a- pq -bz -=le	x	alvztr -=le	nigr	,	.	father -=1MINᵢᵢ	talk CAUS hot PDIR.THITHER -=3MINᵢ	CONJ1	teach -=3MINᵢ	ACC.1augᵢᵢ	,8. My Father Rebukes Us and Teaches Us ,~~~,ML ID,No comment,SGM 08,	punct	N A-D-P2	V V:Any V V:(PDIR) Nom1	CONJ	V Nom1	A-D-P2	,~~~ punct N ~~~ ~~~ ~~~ Pers pro ,		~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~	
2.1,ntu,"Kzdq zbq mzli kc mz nina , trtenge kqlele nigr doa lr ma nyzde x ma nyz Menabz . ",kzdq	zbq	mzli	kc	mz	nina		trte -=nge	kqle -=le	nigr	doa	lr	ma	nyz -=de	x	ma	nyz	Menabz		,"kzdq	zbq	mzli	kc	mz	nina	,	trte -=nge	kqle -=le	nigr	doa	lr	ma	nyz -=de	x	ma	nyz	Menabz	.	","a	day	time	which	PREP	early.evening	,	father -=1MINᵢᵢ	call.someone -=3MINᵢ	ACC.1augᵢᵢ	child	ITE	house	PCLF8 -=3MINᵢᵢ	CONJ1	house	PCLF8	Menabz	.	","One day in the early evening, my father called us children of his household and the household of Menabz. ",~~~,ML ID,No comment,SGM 08,Det	N	N	RPRN	PREP	N	punct	N A-D-P2	V Nom1	A-D-P2	N	Posspro	N	PCLF A-D-P2	CONJ	N	PCLF	PN	punct	,Det N N RPRN PREP N punct ~~~ V Pers pro N Poss pro N ~~~ CONJ N PCLF PN punct ,~~~	~~~	~~~	~~~	~~~	~~~		~~~ ~~~	~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~	~~~	~~~	~~~	~~~		
2.2,ntu,Yrlwr-lxblrkr ma nyzgr badr . ,yrlwr lxblr -=kr	ma	nyz -=gr	badr		,yrlwr lxblr -=kr	ma	nyz -=gr	badr	.	,gather together -=1AUGᵢ	house	PCLF8 -=1AUGᵢᵢ	~~~	.	,We gathered ,~~~,ML ID,No comment,SGM 08,V Adv Nom1	N	PCLF A-D-P2	<NotSure>	punct	,~~~ N ~~~ A-D-P2 punct ,~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~		
2.3,ntu,Trtenge sc tqryapwxpem bagr mz nzlc-apqbzngr x nzalvztrngr . ,trte -=nge	sc-	tq- r- yapwx -=pe -mq -=	bagr	mz	nz- lc a- pq -bz -ngr	x	nz- alvztr -ngr		,trte -=nge	sc-	tq- r- yapwx -=pe -mq -=Ø	bagr	mz	nz- lc a- pq -bz -ngr	x	nz- alvztr -ngr	.	,father -=1MINᵢᵢ	PFV	RL DETR tell -=INCH* PDIR.HITHER -=3MINᵢ	DAT.1augᵢᵢ	PREP	NMLZ talk CAUS hot PDIR.THITHER DER	CONJ1	NMLZ teach DER	.	,My father talked to us in admonishing and teaching. ,~~~,ML ID,No comment,SGM 08,N A-D-P2	V:(Procliticaspect)	V:(MOOD) V:(DETR) V V V:(PDIR) Nom1	A-D-P2	PREP	V>N V V:Any V V:(PDIR) V>N	CONJ	V>N V V>N	punct	,~~~ ~~~ ~~~ A-D-P2 PREP V CONJ Gerund punct ,~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~		
2.4,ntu,"Rpile kx , ",r- pi -=le	kx		,"r- pi -=le	kx	,	","DETR say -=3MINᵢ	SUBR	,	","He said, ",~~~,ML ID,No comment,SGM 08,V:(DETR) V Nom1	SUBR	punct	,~~~ Particle punct ,~~~ ~~~ ~~~	~~~		
3.1,ntu,""" Doa lcng nzli , Meabr mz Lrlvz , nzdwatr-krdr kc mz zbq kc mz rum lc tqtupx-ngrm mqngr Ncbr , drtwr Ncbr trtrka-zlwzpwzu badr , murde nzvz-rbr-krdr vzpxm bange , x amrlztrpebzku drtwrde mz nzrka-krbzku blz bade . ",	doa	lcng	nzli			mz	Lrlvz		nz- dwatr -kr -=dr	kc	mz	zbq	kc	mz		lc	tq- tu -px -ngr -mq	mqngr	ncbr		drtwr	ncbr	tr- trka zlwz pwz -u	badr		murde	nz- vz rbr -kr -=dr	vz -px -mq -=	ba -=nge		x	a- mrlz -tr -=pe -bz -=ku	drtwr -=de	mz	nz- r- ka -kr -bz -=ku	blz	ba -=de		,"""	doa	lcng	nzling	,		mz	Lrlvz	,	nz- dwatr -kr -=dr	kc	mz	zbq	kc	mz		lc	tq- tu -px -ngr -mq	mqngr	ncbr	,	drtwr	ncbr	tr- trka zlwz pwz -u	badr	,	murde	nz- vz rbr -kr -=dr	vz -px -mq -=Ø	ba -=nge	,	x	a- mrlz -tr -=pe -bz -=ku	drtwr -=de	mz	nz- r- ka -kr -bz -=ku	blz	ba -=de	.	","""	child	these	two;.couple	,		PREP	Lrlvz	,	NMLZ enter NMLZ.POSS -=3AUGᵢᵢ	which	PREP	day	which	PREP		DEM2	RL stand GDIR.OUT APP PDIR.HITHER	image	cross	,	mind	cross	NEG bad very;.very,.much RSTR NEG	~~~	,	because	NMLZ go wrong NMLZ.POSS -=3AUGᵢᵢ	go GDIR.OUT PDIR.HITHER -=3MINᵢ	DAT -=1MINᵢᵢ	,	CONJ1	CAUS be.good GDIR.IN -=INCH* PDIR.THITHER -=12AUGᵢ	mind -=3MINᵢᵢ	PREP	NMLZ DETR give NMLZ.POSS PDIR.THITHER -=12AUGᵢ	offering	DAT -=3MINᵢᵢ	.	","These two children, Meabr and Lrlvz, their entering one day the room where the cross statue stands, the thinking of the Cross was not too bad about it, because their wrong-doing was my fault, and we appeased his thinking by our giving a sacrifice to him. ",~~~,ML ID,No comment,SGM 08,punct	N	RPRN	Gerund	punct		PREP	PN	punct	V>N V V>N A-D-P2	RPRN	PREP	N	RPRN	PREP		Det	V:(MOOD) vi V:(GDIR) V:(APP) V:(PDIR)	N	N	punct	N	N	V:(NEG>) V Adv Adv V:(<NEG)	<NotSure>	punct	CONJ	V>N V <NotSure> V>N A-D-P2	V V:(GDIR) V:(PDIR) Nom1	A-D-P2 A-D-P2	punct	CONJ	V:Any V V:(GDIR) V V:(PDIR) Nom1	N A-D-P2	PREP	V>N V:(DETR) V V>N V:(PDIR) Nom1	N	A-D-P2 A-D-P2	punct	,punct N RPRN Gerund punct ~~~ PREP PN punct V RPRN PREP N RPRN PREP ~~~ Det vi  N N punct N N V A-D-P2 punct CONJ N ~~~ A-D-P2 punct CONJ ~~~ ~~~ PREP ~~~ N A-D-P2 punct ,	~~~	~~~	~~~			~~~	~~~		~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~		~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~		
